date,state,county,production,birds
2025-09-26,Minnesota,Le Sueur,Commercial Turkey Meat Bird,0
2025-09-26,South Dakota,Mcpherson,Commercial Turkey Meat Bird,0
2025-09-29,Utah,Sanpete,Commercial Turkey Meat Bird,0
2025-09-30,Minnesota,Becker,Commercial Breeder Operation,0
2025-09-30,Minnesota,Otter Tail,Commercial Breeder Operation,0
2025-09-30,Montana,Broadwater,WOAH Non-Poultry,0
2025-09-30,North Carolina,Guilford,WOAH Non-Poultry,0
2025-10-01,Utah,Sanpete,Commercial Turkey Meat Bird,0
2025-10-01,Virginia,Goochland,WOAH Non-Poultry,0
2025-10-02,Iowa,Calhoun,Commercial Turkey Meat Bird,0
2025-10-02,Wisconsin,Jefferson,Commercial Table Egg Pullets,500000
2025-10-06,Idaho,Latah,WOAH Poultry,0
2025-10-06,Oregon,Wallowa,WOAH Non-Poultry,0
2025-10-07,Arkansas,Mississippi,WOAH Non-Poultry,0
2025-10-07,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2025-10-07,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
2025-10-07,Montana,Beaverhead,WOAH Non-Poultry,0
2025-10-07,Montana,Park,WOAH Non-Poultry,0
2025-10-08,Minnesota,Becker,Commercial Turkey Meat Bird,0
2025-10-08,Minnesota,Becker,Commercial Turkey Meat Bird,100000
2025-10-08,Montana,Cascade,WOAH Non-Poultry,0
2025-10-08,Utah,Sanpete,Commercial Turkey Meat Bird,0
2025-10-08,Utah,Sanpete,Commercial Turkey Meat Bird,0
2025-10-09,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
2025-10-09,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
2025-10-09,Minnesota,Todd,WOAH Non-Poultry,0
2025-10-09,North Carolina,Union,WOAH Non-Poultry,0
2025-10-09,Oregon,Deschutes,WOAH Non-Poultry,0
2025-10-09,Oregon,Wallowa,WOAH Non-Poultry,0
2025-10-09,Oregon,Wallowa,WOAH Non-Poultry,0
2025-10-09,Washington,Grant,Commercial Table Egg Layer,2000000
2025-10-10,Idaho,Gem,WOAH Non-Poultry,0
2025-10-10,Idaho,Madison,WOAH Non-Poultry,0
2025-10-10,Wisconsin,Racine,WOAH Non-Poultry,0
2025-10-14,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-10-14,Indiana,Lagrange,Commercial Duck Breeder,0
2025-10-14,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
2025-10-14,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
2025-10-14,Minnesota,Stearns,Commercial Turkey Meat Bird,100000
2025-10-14,Oregon,Malheur,WOAH Non-Poultry,0
2025-10-14,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-15,North Carolina,Rutherford,WOAH Non-Poultry,0
2025-10-16,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-10-16,Indiana,Lagrange,Commercial Duck Breeder,0
2025-10-16,Indiana,Lagrange,Commercial Duck Breeder,0
2025-10-16,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
2025-10-16,Ohio,Auglaize,WOAH Non-Poultry,0
2025-10-20,Idaho,Canyon,WOAH Non-Poultry,0
2025-10-20,Idaho,Payette,WOAH Poultry,0
2025-10-20,Minnesota,Swift,Commercial Breeder Operation,0
2025-10-20,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-20,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-21,Indiana,Lagrange,WOAH Poultry,0
2025-10-21,Minnesota,Washington,WOAH Non-Poultry,0
2025-10-21,Montana,Cascade,WOAH Non-Poultry,0
2025-10-21,Montana,Yellowstone,WOAH Non-Poultry,0
2025-10-21,South Dakota,Spink,Commercial Turkey Meat Bird,0
2025-10-21,Wyoming,Weston,WOAH Non-Poultry,0
2025-10-22,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
2025-10-22,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
2025-10-22,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-23,Michigan,Ottawa,WOAH Non-Poultry,0
2025-10-23,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-24,Georgia,Gordon,Commercial Broiler Production,100000
2025-10-24,Montana,Valley,WOAH Non-Poultry,0
2025-10-24,Pennsylvania,Lancaster,WOAH Poultry,0
2025-10-27,California,Sonoma,Commercial Duck Breeder,100000
2025-10-28,California,Sonoma,Commercial Table Egg Layer,200000
2025-10-28,South Dakota,Spink,Commercial Turkey Meat Bird,100000
2025-10-29,Illinois,Vermilion,WOAH Non-Poultry,0
2025-10-29,Indiana,Lagrange,WOAH Poultry,0
2025-10-29,Indiana,Lagrange,WOAH Poultry,0
2025-10-29,Minnesota,Clay,WOAH Non-Poultry,0
2025-10-31,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2025-11-03,Indiana,Elkhart,Commercial Duck Breeder,0
2025-11-03,North Dakota,Lamoure,Commercial Turkey Meat Bird,0
2025-11-03,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
2025-11-04,Indiana,Elkhart,Commercial Duck Breeder,0
2025-11-04,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2025-11-05,California,Sonoma,WOAH Poultry,100000
2025-11-05,Illinois,Madison,WOAH Non-Poultry,0
2025-11-05,Indiana,Lagrange,WOAH Poultry,0
2025-11-05,Indiana,Lagrange,WOAH Poultry,0
2025-11-05,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-06,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-11-06,Indiana,Johnson,WOAH Non-Poultry,0
2025-11-06,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-06,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2025-11-06,Washington,Snohomish,WOAH Poultry,0
2025-11-07,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-07,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-07,Indiana,Lagrange,WOAH Poultry,0
2025-11-07,Oregon,Linn,WOAH Non-Poultry,0
2025-11-07,Virginia,Bedford,WOAH Non-Poultry,0
2025-11-10,California,El Dorado,WOAH Non-Poultry,0
2025-11-10,Delaware,Kent,WOAH Non-Poultry,0
2025-11-10,Michigan,Allegan,Commercial Turkey Meat Bird,0
2025-11-10,Oregon,Deschutes,WOAH Non-Poultry,0
2025-11-12,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-12,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-12,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-12,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-12,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-12,Indiana,Lagrange,WOAH Poultry,0
2025-11-12,Indiana,Lagrange,WOAH Poultry,0
2025-11-12,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-12,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-12,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-12,Michigan,Monroe,WOAH Non-Poultry,0
2025-11-12,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2025-11-12,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2025-11-12,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2025-11-12,Michigan,St. Clair,WOAH Non-Poultry,0
2025-11-12,Minnesota,Mcleod,WOAH Non-Poultry,0
2025-11-12,Texas,Harris,WOAH Non-Poultry,0
2025-11-13,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-11-13,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-13,Indiana,Lagrange,WOAH Poultry,0
2025-11-13,Indiana,Lagrange,WOAH Poultry,0
2025-11-13,Indiana,Lagrange,WOAH Poultry,0
2025-11-13,New Hampshire,Rockingham,WOAH Non-Poultry,0
2025-11-17,Indiana,Elkhart,WOAH Poultry,0
2025-11-17,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-17,Indiana,Lagrange,WOAH Poultry,0
2025-11-17,Indiana,Lagrange,WOAH Poultry,0
2025-11-17,Indiana,Lagrange,WOAH Poultry,0
2025-11-17,Indiana,Lagrange,WOAH Poultry,0
2025-11-17,Oklahoma,Grady,WOAH Non-Poultry,0
2025-11-17,Oklahoma,Mcclain,WOAH Non-Poultry,0
2025-11-17,Oregon,Washington,WOAH Non-Poultry,0
2025-11-17,Washington,Whatcom,WOAH Non-Poultry,0
2025-11-18,Indiana,Elkhart,Commercial Duck Breeder,0
2025-11-18,Indiana,Lagrange,WOAH Poultry,0
2025-11-18,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-18,Indiana,Lagrange,WOAH Poultry,0
2025-11-18,North Carolina,Wayne,Commercial Turkey Breeder Hens,0
2025-11-18,Ohio,Clermont,WOAH Non-Poultry,0
2025-11-18,Washington,Grays Harbor,WOAH Non-Poultry,0
2025-11-19,South Dakota,Edmunds,Commercial Turkey Meat Bird,0
2025-11-21,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-11-21,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-21,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-21,Indiana,Lagrange,Commercial Broiler Production,0
2025-11-21,Indiana,Lagrange,Commercial Broiler Production,0
2025-11-21,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-21,Indiana,Lagrange,Commercial Duck Breeder,0
2025-11-21,Indiana,Lagrange,WOAH Poultry,0
2025-11-21,Indiana,Lagrange,WOAH Poultry,0
2025-11-21,Indiana,Lagrange,WOAH Poultry,0
2025-11-21,Indiana,Lagrange,WOAH Poultry,0
2025-11-21,Michigan,Ontonagon,WOAH Non-Poultry,0
2025-11-21,Montana,Fergus,WOAH Non-Poultry,0
2025-11-21,Nebraska,Keith,WOAH Non-Poultry,0
2025-11-21,North Carolina,Wayne,Commercial Turkey Breeder Hens,0
2025-11-21,Washington,Jefferson,WOAH Non-Poultry,0
2025-11-21,Washington,Snohomish,WOAH Non-Poultry,0
2025-11-24,Arkansas,Prairie,WOAH Non-Poultry,0
2025-11-24,Indiana,Lagrange,WOAH Poultry,0
2025-11-24,Indiana,Lagrange,WOAH Poultry,0
2025-11-24,North Dakota,Mercer,WOAH Non-Poultry,0
2025-11-24,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
2025-11-24,Washington,San Juan,WOAH Non-Poultry,0
2025-11-26,North Carolina,Wayne,Commercial Turkey Breeder Hens,0
2025-11-26,North Carolina,Wayne,Commercial Turkey Breeder Hens,0
2025-11-28,Colorado,Morgan,WOAH Non-Poultry,0
2025-11-28,Indiana,Lagrange,WOAH Poultry,0
2025-11-28,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-11-28,Indiana,Lagrange,WOAH Poultry,0
2025-11-28,Indiana,Lagrange,WOAH Poultry,0
2025-11-28,Pennsylvania,Wyoming,WOAH Non-Poultry,0
2025-12-01,Maine,Penobscot,WOAH Non-Poultry,0
2025-12-03,Iowa,Hamilton,Commercial Turkey Meat Bird,0
2025-12-04,Illinois,St. Clair,WOAH Poultry,0
2025-12-04,North Carolina,Wayne,Commercial Turkey Breeder Replacement Hens,0
2025-12-04,North Dakota,Barnes,WOAH Non-Poultry,0
2025-12-04,Texas,Hays,WOAH Non-Poultry,0
2025-12-04,Wisconsin,Marquette,WOAH Non-Poultry,0
2025-12-05,Florida,Broward,WOAH Non-Poultry,0
2025-12-05,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-12-05,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-12-05,Indiana,Lagrange,WOAH Poultry,0
2025-12-05,Indiana,Lagrange,WOAH Poultry,0
2025-12-05,Indiana,Lagrange,Commercial Duck Breeder,0
2025-12-05,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-05,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-05,Indiana,Lagrange,WOAH Poultry,0
2025-12-05,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-05,Indiana,Lagrange,WOAH Poultry,0
2025-12-05,Indiana,Noble,Commercial Duck Meat Bird,0
2025-12-05,Nevada,Clark,WOAH Non-Poultry,0
2025-12-05,South Dakota,Kingsbury,Commercial Turkey Meat Bird,0
2025-12-05,Texas,Galveston,WOAH Non-Poultry,0
2025-12-05,Vermont,Orleans,WOAH Poultry,0
2025-12-05,Washington,Clark,WOAH Non-Poultry,0
2025-12-08,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-12-08,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-08,Indiana,Lagrange,WOAH Poultry,0
2025-12-08,Indiana,Noble,Commercial Duck Meat Bird,0
2025-12-08,North Dakota,Stutsman,WOAH Poultry,0
2025-12-08,South Carolina,York,WOAH Non-Poultry,0
2025-12-08,Washington,Jefferson,WOAH Non-Poultry,0
2025-12-08,West Virginia,Jackson,WOAH Non-Poultry,0
2025-12-08,Wyoming,Carbon,WOAH Non-Poultry,0
2025-12-09,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-12-09,Minnesota,Waseca,Commercial Turkey Meat Bird,0
2025-12-09,North Dakota,Richland,Commercial Turkey Meat Bird,0
2025-12-09,Washington,Island,WOAH Non-Poultry,0
2025-12-12,Kentucky,Jessamine,WOAH Poultry,0
2025-12-12,North Dakota,Sioux,WOAH Non-Poultry,0
2025-12-12,Oregon,Coos,WOAH Non-Poultry,0
2025-12-12,South Dakota,Marshall,WOAH Non-Poultry,0
2025-12-12,Washington,Lewis,WOAH Poultry,0
2025-12-15,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-15,Kansas,Smith,WOAH Poultry,0
2025-12-15,Minnesota,Nicollet,WOAH Non-Poultry,0
2025-12-15,New York,Queens,Live Bird Market,0
2025-12-15,Texas,Kaufman,WOAH Non-Poultry,0
2025-12-15,Texas,Shelby,Commercial Broiler Production,300000
2025-12-16,Washington,Pierce,WOAH Non-Poultry,0
2025-12-17,Indiana,Lagrange,Commercial Duck Meat Bird,0
2025-12-17,Oregon,Malheur,WOAH Non-Poultry,0
2025-12-18,California,Placer,WOAH Non-Poultry,0
2025-12-18,Illinois,Jefferson,WOAH Non-Poultry,0
2025-12-18,Indiana,Lagrange,WOAH Poultry,0
2025-12-18,Indiana,Ohio,WOAH Non-Poultry,0
2025-12-18,Nebraska,Howard,WOAH Non-Poultry,0
2025-12-18,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,0
2025-12-19,Arkansas,White,WOAH Non-Poultry,0
2025-12-23,Arkansas,Cleveland,Commercial Broiler Breeder Pullets,0
2025-12-23,Arkansas,Cross,WOAH Non-Poultry,0
2025-12-23,Florida,Volusia,WOAH Non-Poultry,0
2025-12-23,Florida,Volusia,WOAH Poultry,0
2025-12-23,Illinois,Knox,WOAH Non-Poultry,0
2025-12-23,Indiana,Lagrange,WOAH Poultry,0
2025-12-23,Indiana,Lagrange,WOAH Poultry,0
2025-12-23,Kansas,Jackson,WOAH Non-Poultry,0
2025-12-23,Kansas,Jewell,WOAH Non-Poultry,0
2025-12-23,Kansas,Sedgwick,WOAH Non-Poultry,0
2025-12-23,Kentucky,Lawrence,WOAH Non-Poultry,0
2025-12-23,New York,Kings,Live Bird Market,0
2025-12-23,Tennessee,Obion,WOAH Poultry,0
2025-12-29,Arkansas,Drew,Commercial Broiler Breeder,0
2025-12-29,Kansas,Jewell,Commercial Raised for Release Upland Game Bird,0
2025-12-29,Kansas,Wabaunsee,WOAH Non-Poultry,0
2025-12-29,Maryland,Queen Anne's,Commercial Broiler Production,100000
2025-12-29,Nebraska,Washington,WOAH Non-Poultry,0
2025-12-29,New York,Kings,Live Bird Market,0
2025-12-29,Pennsylvania,Lancaster,Commercial Duck Meat Bird,0
2025-12-31,Iowa,Dallas,WOAH Non-Poultry,0
2025-12-31,Nebraska,Butler,Commercial Table Egg Layer,100000
2025-12-31,Ohio,Morrow,WOAH Non-Poultry,0
2025-12-31,Virginia,Isle Of Wight,WOAH Non-Poultry,0
2026-01-02,Arkansas,Faulkner,WOAH Non-Poultry,0
2026-01-02,Arkansas,Prairie,WOAH Poultry,0
2026-01-02,California,Butte,Commercial Raised for Release Upland Game Bird,0
2026-01-02,Kansas,Anderson,Commercial Raised for Release Upland Game Bird,0
2026-01-02,Kansas,Nemaha,Commercial Raised for Release Upland Game Bird,0
2026-01-02,Massachusetts,Dukes,WOAH Non-Poultry,0
2026-01-02,Nebraska,Scotts Bluff,WOAH Non-Poultry,0
2026-01-02,New York,Queens,Live Bird Market,0
2026-01-02,North Carolina,Sampson,Commercial Turkey Meat Bird,0
2026-01-02,Oregon,Umatilla,WOAH Non-Poultry,0
2026-01-05,Illinois,Jersey,WOAH Non-Poultry,0
2026-01-05,Missouri,Butler,WOAH Non-Poultry,0
2026-01-05,Missouri,Texas,WOAH Poultry,0
2026-01-05,North Carolina,Franklin,WOAH Non-Poultry,0
2026-01-05,North Dakota,Burleigh,WOAH Non-Poultry,0
2026-01-06,Indiana,Lagrange,WOAH Poultry,0
2026-01-06,Kansas,Greenwood,WOAH Non-Poultry,0
2026-01-06,Kansas,Pottawatomie,Commercial Table Egg Pullets,400000
2026-01-06,Wyoming,Park,WOAH Non-Poultry,0
2026-01-07,North Carolina,Sampson,Commercial Turkey Breeder Hens,0
2026-01-08,California,Stanislaus,WOAH Non-Poultry,0
2026-01-08,Colorado,Larimer,WOAH Non-Poultry,0
2026-01-08,Oklahoma,Wagoner,WOAH Non-Poultry,0
2026-01-08,Pennsylvania,Lehigh,Live Bird Market,0
2026-01-08,Texas,Carson,WOAH Non-Poultry,0
2026-01-09,Kentucky,Clinton,WOAH Non-Poultry,0
2026-01-09,New York,Bronx,Live Bird Market,0
2026-01-09,Pennsylvania,Philadelphia,Live Bird Market,0
2026-01-12,Kansas,Pratt,WOAH Poultry,0
2026-01-12,Minnesota,Meeker,Commercial Turkey Breeder Hens,0
2026-01-12,Oregon,Umatilla,WOAH Non-Poultry,0
2026-01-12,Washington,Grant,WOAH Non-Poultry,0
2026-01-13,Delaware,Kent,Commercial Broiler Production,100000
2026-01-13,Georgia,Walker,Commercial Broiler Breeder,100000
2026-01-13,Pennsylvania,Bucks,WOAH Non-Poultry,0
2026-01-14,Colorado,Larimer,WOAH Non-Poultry,0
2026-01-14,Colorado,Logan,WOAH Poultry,0
2026-01-14,West Virginia,Greenbrier,WOAH Non-Poultry,0
2026-01-15,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
2026-01-15,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2026-01-16,Illinois,Edgar,WOAH Non-Poultry,0
2026-01-16,Minnesota,Meeker,Commercial Turkey Meat Bird,300000
2026-01-16,Washington,Yakima,WOAH Non-Poultry,0
2026-01-21,West Virginia,Monongalia,WOAH Non-Poultry,0
2026-01-22,Arkansas,Arkansas,WOAH Non-Poultry,0
2026-01-22,New Jersey,Burlington,WOAH Poultry,0
2026-01-22,New York,Westchester,WOAH Non-Poultry,0
2026-01-22,Pennsylvania,Lancaster,WOAH Poultry,0
2026-01-23,Georgia,Walker,Commercial Broiler Breeder,0
2026-01-23,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-01-23,Iowa,Kossuth,WOAH Poultry,0
2026-01-23,Montana,Carbon,WOAH Poultry,0
2026-01-26,Indiana,Lagrange,Commercial Duck Breeder,0
2026-01-27,Nebraska,Douglas,WOAH Non-Poultry,0
2026-01-28,Pennsylvania,Lancaster,Commercial Table Egg Layer,1500000
2026-01-29,Iowa,Kossuth,WOAH Poultry,0
2026-01-30,California,Sutter,WOAH Non-Poultry,0
2026-01-30,Colorado,Weld,Commercial Table Egg Layer,1300000
2026-01-30,Kansas,Grant,WOAH Poultry,0
2026-01-30,Maryland,Caroline,Commercial Broiler Production,0
2026-01-30,Michigan,Ottawa,WOAH Non-Poultry,0
2026-01-30,Montana,Gallatin,WOAH Non-Poultry,0
2026-02-02,Georgia,Hart,Commercial Broiler Breeder,0
2026-02-02,Nebraska,Red Willow,WOAH Non-Poultry,0
2026-02-02,New York,Warren,WOAH Non-Poultry,0
2026-02-02,Pennsylvania,Philadelphia,Live Bird Market,0
2026-02-02,Pennsylvania,Philadelphia,Live Bird Market,0
2026-02-02,Washington,Yakima,WOAH Non-Poultry,0
2026-02-03,Kansas,Haskell,Commercial Raised for Release Upland Game Bird,0
2026-02-03,Pennsylvania,Lancaster,WOAH Poultry,100000
2026-02-03,Pennsylvania,Lancaster,Commercial Table Egg Layer,700000
2026-02-03,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
2026-02-04,Mississippi,Amite,Commercial Broiler Production,100000
2026-02-04,Pennsylvania,Lancaster,WOAH Poultry,0
2026-02-05,Colorado,Boulder,WOAH Non-Poultry,0
2026-02-05,Oklahoma,Comanche,WOAH Non-Poultry,0
2026-02-06,Maine,York,WOAH Non-Poultry,0
2026-02-06,New York,Kings,Live Bird Market,0
2026-02-09,California,Sonoma,Commercial Broiler Production,100000
2026-02-10,Florida,Palm Beach,WOAH Non-Poultry,0
2026-02-10,Pennsylvania,Lancaster,Commercial Turkey Meat Bird,0
2026-02-10,Pennsylvania,Lancaster,WOAH Poultry,0
2026-02-11,Colorado,Weld,WOAH Non-Poultry,0
2026-02-11,Pennsylvania,Lancaster,Commercial Table Egg Layer,100000
2026-02-12,Colorado,Weld,WOAH Non-Poultry,0
2026-02-13,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-02-17,Indiana,Sullivan,Commercial Turkey Meat Bird,0
2026-02-17,Maryland,Wicomico,Commercial Broiler Production,100000
2026-02-17,Pennsylvania,Dauphin,Commercial Table Egg Layer,100000
2026-02-17,Pennsylvania,Lancaster,Commercial Table Egg Layer,2600000
2026-02-17,Pennsylvania,Lancaster,Commercial Table Egg Pullets,400000
2026-02-18,Pennsylvania,Lancaster,Commercial Broiler Production,200000
2026-02-18,Pennsylvania,Lancaster,Commercial Table Egg Layer,1500000
2026-02-18,Pennsylvania,Lancaster,Commercial Turkey Meat Bird,0
2026-02-18,Pennsylvania,Lancaster,Commercial Turkey Meat Bird,0
2026-02-18,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
2026-02-19,Indiana,Boone,Commercial Turkey Breeder Hens,0
2026-02-19,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-02-19,New York,Orange,WOAH Non-Poultry,0
2026-02-19,Pennsylvania,Lancaster,WOAH Poultry,0
2026-02-19,Pennsylvania,Lancaster,WOAH Poultry,0
2026-02-19,Pennsylvania,Lancaster,WOAH Poultry,0
2026-02-20,Pennsylvania,Lancaster,Commercial Duck Meat Bird,0
2026-02-20,Pennsylvania,Lancaster,Commercial Broiler Production,200000
2026-02-23,South Carolina,Lee,Commercial Turkey Meat Bird,0
2026-02-24,Illinois,Perry,WOAH Poultry,0
2026-02-24,Kansas,Pottawatomie,Commercial Table Egg Breeder,0
2026-02-24,Pennsylvania,Lancaster,Commercial Broiler Production,200000
2026-02-24,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2026-02-25,Indiana,Daviess,Commercial Turkey Meat Bird,0
2026-02-25,New Jersey,Ocean,WOAH Non-Poultry,0
2026-02-25,Oklahoma,Kingfisher,WOAH Non-Poultry,0
2026-02-26,Iowa,Van Buren,WOAH Non-Poultry,0
2026-02-26,Maryland,Caroline,Commercial Broiler Production,100000
2026-02-26,New York,Queens,Live Bird Market,0
2026-02-27,Delaware,Kent,Commercial Broiler Production,0
2026-02-27,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-02-27,Indiana,Lagrange,WOAH Poultry,0
2026-02-27,Indiana,Lagrange,Commercial Duck Breeder,0
2026-02-27,Indiana,Lagrange,WOAH Poultry,0
2026-02-27,Iowa,Keokuk,WOAH Non-Poultry,0
2026-02-27,Kansas,Sedgwick,WOAH Non-Poultry,0
2026-02-27,Massachusetts,Dukes,WOAH Non-Poultry,0
2026-02-27,North Carolina,Hyde,Commercial Table Egg Layer,3300000
2026-02-27,Wisconsin,Jefferson,Commercial Table Egg Layer,1200000
2026-03-02,Colorado,Weld,WOAH Poultry,0
2026-03-02,Delaware,Sussex,WOAH Non-Poultry,0
2026-03-02,Maryland,Caroline,Commercial Broiler Production,100000
2026-03-02,New Jersey,Monmouth,WOAH Non-Poultry,0
2026-03-02,New York,Kings,Live Bird Market,0
2026-03-03,Florida,Orange,Live Bird Market,0
2026-03-03,Illinois,Crawford,Commercial Turkey Meat Bird,0
2026-03-03,Indiana,Crawford,WOAH Poultry,0
2026-03-03,Indiana,Hendricks,WOAH Non-Poultry,0
2026-03-03,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-04,Iowa,Washington,WOAH Non-Poultry,0
2026-03-04,Wisconsin,Dane,WOAH Non-Poultry,0
2026-03-05,Illinois,Lawrence,Commercial Turkey Meat Bird,100000
2026-03-05,Indiana,Elkhart,WOAH Poultry,0
2026-03-05,Iowa,Buena Vista,WOAH Non-Poultry,0
2026-03-06,Illinois,Lawrence,Commercial Turkey Meat Bird,0
2026-03-06,New York,Kings,Live Bird Market,0
2026-03-06,Pennsylvania,Lancaster,Commercial Table Egg Layer,200000
2026-03-09,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-09,Indiana,Elkhart,WOAH Poultry,0
2026-03-09,Indiana,Lagrange,WOAH Poultry,0
2026-03-09,Kansas,Sedgwick,WOAH Non-Poultry,0
2026-03-09,New York,Queens,Live Bird Market,0
2026-03-09,Tennessee,Hawkins,WOAH Non-Poultry,0
2026-03-10,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-10,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-10,Indiana,Jay,Commercial Turkey Meat Bird,0
2026-03-10,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-10,Indiana,Lagrange,WOAH Poultry,0
2026-03-10,Wisconsin,Jefferson,Commercial Table Egg Pullets,1600000
2026-03-10,Wisconsin,Walworth,Commercial Table Egg Layer,1500000
2026-03-11,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-11,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-11,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-11,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-11,Nebraska,Valley,WOAH Non-Poultry,0
2026-03-11,New York,Queens,Live Bird Market,0
2026-03-12,Michigan,Kent,Commercial Turkey Meat Bird,0
2026-03-12,New York,Kings,Live Bird Market,0
2026-03-12,New York,Kings,Live Bird Market,0
2026-03-12,New York,Kings,Live Bird Market,0
2026-03-12,Pennsylvania,Lancaster,Commercial Broiler Production,0
2026-03-13,Maryland,Cecil,Commercial Table Egg Pullets,400000
2026-03-13,Michigan,Kent,Commercial Turkey Meat Bird,100000
2026-03-16,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-17,Indiana,Adams,Commercial Duck Breeder,0
2026-03-17,Indiana,Elkhart,WOAH Poultry,0
2026-03-17,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-17,Indiana,Jay,Commercial Duck Breeder,0
2026-03-17,Ohio,Portage,WOAH Non-Poultry,0
2026-03-17,Pennsylvania,Lancaster,Commercial Table Egg Layer,900000
2026-03-19,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-19,Indiana,Lagrange,WOAH Poultry,0
2026-03-19,Washington,Skagit,WOAH Non-Poultry,0
2026-03-20,Indiana,Elkhart,Commercial Duck Meat Bird,0
2026-03-20,Indiana,Elkhart,WOAH Poultry,0
2026-03-20,Indiana,Lagrange,Commercial Duck Meat Bird,0
2026-03-20,Utah,Box Elder,WOAH Non-Poultry,0
2026-03-20,West Virginia,Kanawha,WOAH Non-Poultry,0
2026-03-23,Indiana,Adams,Commercial Duck Breeder,0
